timestamp,short_address,terminal_id,stage,period_ms,sequence,accepted_count,rejected_count,application_length,gateway_frame_length,rssi_dbm
2026-07-29T15:42:36.981+08:00,0xB25B,1,4,50,1509,1509,0,32,49,-60
2026-07-29T15:42:37.039+08:00,0xB25B,1,4,50,1510,1510,0,32,49,-60
2026-07-29T15:42:37.084+08:00,0xB25B,1,4,50,1511,1511,0,32,49,-60
2026-07-29T15:42:37.132+08:00,0xB25B,1,4,50,1512,1512,0,32,49,-60
2026-07-29T15:42:37.224+08:00,0xB25B,1,4,50,1513,1513,0,32,49,-60
2026-07-29T15:42:37.272+08:00,0xB25B,1,4,50,1514,1514,0,32,49,-61
2026-07-29T15:42:37.319+08:00,0xB25B,1,4,50,1515,1515,0,32,49,-59
2026-07-29T15:42:37.366+08:00,0xB25B,1,4,50,1516,1516,0,32,49,-61
2026-07-29T15:42:37.412+08:00,0xB25B,1,4,50,1517,1517,0,32,49,-59
2026-07-29T15:42:37.459+08:00,0xB25B,1,4,50,1518,1518,0,32,49,-59
2026-07-29T15:42:37.506+08:00,0xB25B,1,4,50,1519,1519,0,32,49,-59
2026-07-29T15:42:37.551+08:00,0xB25B,1,4,50,1520,1520,0,32,49,-59
2026-07-29T15:42:37.599+08:00,0xB25B,1,4,50,1521,1521,0,32,49,-59
2026-07-29T15:42:37.646+08:00,0xB25B,1,4,50,1522,1522,0,32,49,-60
2026-07-29T15:42:37.693+08:00,0xB25B,1,4,50,1523,1523,0,32,49,-60
2026-07-29T15:42:37.740+08:00,0xB25B,1,4,50,1524,1524,0,32,49,-60
2026-07-29T15:42:37.786+08:00,0xB25B,1,4,50,1525,1525,0,32,49,-59
2026-07-29T15:42:37.836+08:00,0xB25B,1,4,50,1526,1526,0,32,49,-59
2026-07-29T15:42:37.896+08:00,0xB25B,1,4,50,1527,1527,0,32,49,-59
2026-07-29T15:42:37.941+08:00,0xB25B,1,4,50,1528,1528,0,32,49,-60
2026-07-29T15:42:37.989+08:00,0xB25B,1,4,50,1529,1529,0,32,49,-59
2026-07-29T15:42:38.039+08:00,0xB25B,1,4,50,1530,1530,0,32,49,-59
2026-07-29T15:42:38.089+08:00,0xB25B,1,4,50,1531,1531,0,32,49,-59
2026-07-29T15:42:38.146+08:00,0xB25B,1,4,50,1532,1532,0,32,49,-59
2026-07-29T15:42:38.193+08:00,0xB25B,1,4,50,1533,1533,0,32,49,-59
2026-07-29T15:42:38.244+08:00,0xB25B,1,4,50,1534,1534,0,32,49,-59
2026-07-29T15:42:38.301+08:00,0xB25B,1,4,50,1535,1535,0,32,49,-59
2026-07-29T15:42:38.348+08:00,0xB25B,1,4,50,1536,1536,0,32,49,-59
2026-07-29T15:42:38.394+08:00,0xB25B,1,4,50,1537,1537,0,32,49,-59
2026-07-29T15:42:38.441+08:00,0xB25B,1,4,50,1538,1538,0,32,49,-59
2026-07-29T15:42:38.492+08:00,0xB25B,1,4,50,1539,1539,0,32,49,-59
2026-07-29T15:42:38.550+08:00,0xB25B,1,4,50,1540,1540,0,32,49,-59
2026-07-29T15:42:38.597+08:00,0xB25B,1,4,50,1541,1541,0,32,49,-59
2026-07-29T15:42:38.644+08:00,0xB25B,1,4,50,1542,1542,0,32,49,-59
2026-07-29T15:42:38.692+08:00,0xB25B,1,4,50,1543,1543,0,32,49,-59
2026-07-29T15:42:38.742+08:00,0xB25B,1,4,50,1544,1544,0,32,49,-59
2026-07-29T15:42:38.799+08:00,0xB25B,1,4,50,1545,1545,0,32,49,-59
2026-07-29T15:42:38.845+08:00,0xB25B,1,4,50,1546,1546,0,32,49,-59
2026-07-29T15:42:38.895+08:00,0xB25B,1,4,50,1547,1547,0,32,49,-59
2026-07-29T15:42:38.955+08:00,0xB25B,1,4,50,1548,1548,0,32,49,-59
2026-07-29T15:42:38.999+08:00,0xB25B,1,4,50,1549,1549,0,32,49,-59
2026-07-29T15:42:39.049+08:00,0xB25B,1,4,50,1550,1550,0,32,49,-59
2026-07-29T15:42:39.100+08:00,0xB25B,1,4,50,1551,1551,0,32,49,-59
2026-07-29T15:42:39.156+08:00,0xB25B,1,4,50,1552,1552,0,32,49,-59
2026-07-29T15:42:39.202+08:00,0xB25B,1,4,50,1553,1553,0,32,49,-59
2026-07-29T15:42:39.252+08:00,0xB25B,1,4,50,1554,1554,0,32,49,-59
2026-07-29T15:42:39.311+08:00,0xB25B,1,4,50,1555,1555,0,32,49,-59
2026-07-29T15:42:39.357+08:00,0xB25B,1,4,50,1556,1556,0,32,49,-59
2026-07-29T15:42:39.405+08:00,0xB25B,1,4,50,1557,1557,0,32,49,-59
2026-07-29T15:42:39.453+08:00,0xB25B,1,4,50,1558,1558,0,32,49,-60
2026-07-29T15:42:39.510+08:00,0xB25B,1,4,50,1559,1559,0,32,49,-60
2026-07-29T15:42:39.558+08:00,0xB25B,1,4,50,1560,1560,0,32,49,-60
2026-07-29T15:42:39.605+08:00,0xB25B,1,4,50,1561,1561,0,32,49,-60
2026-07-29T15:42:39.657+08:00,0xB25B,1,4,50,1562,1562,0,32,49,-60
2026-07-29T15:42:39.714+08:00,0xB25B,1,4,50,1563,1563,0,32,49,-60
